Liga,Temporada,Fecha y Hora,Estado,Equipo Local,Goles Local,Equipo Visitante,Goles Visitante,Tiros al Arco Local,Tiros al Arco Visitante,Tiros Totales Local,Tiros Totales Visitante,Posesión Local (%),Posesión Visitante (%),Tiros de Esquina Local,Tiros de Esquina Visitante,Faltas Local,Faltas Visitante,Pases Completos Local,Pases Completos Visitante
Premier League,2020,2021-04-25T18:00:00+00:00,Match Finished,Aston Villa,2,West Brom,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-04-26T19:00:00+00:00,Match Finished,Leicester,2,Crystal Palace,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-04-30T19:00:00+00:00,Match Finished,Southampton,1,Leicester,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-01T11:30:00+00:00,Match Finished,Crystal Palace,0,Manchester City,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-01T14:00:00+00:00,Match Finished,Brighton,2,Leeds,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-01T16:30:00+00:00,Match Finished,Chelsea,2,Fulham,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-01T19:00:00+00:00,Match Finished,Everton,1,Aston Villa,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-02T13:00:00+00:00,Match Finished,Newcastle,0,Arsenal,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-02T18:15:00+00:00,Match Finished,Tottenham,4,Sheffield Utd,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-03T17:00:00+00:00,Match Finished,West Brom,1,Wolves,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-03T19:15:00+00:00,Match Finished,Burnley,1,West Ham,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-07T19:00:00+00:00,Match Finished,Leicester,2,Newcastle,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-08T11:30:00+00:00,Match Finished,Leeds,3,Tottenham,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-08T14:00:00+00:00,Match Finished,Sheffield Utd,0,Crystal Palace,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-08T16:30:00+00:00,Match Finished,Manchester City,1,Chelsea,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-08T19:15:00+00:00,Match Finished,Liverpool,2,Southampton,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-09T11:00:00+00:00,Match Finished,Wolves,2,Brighton,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-09T13:05:00+00:00,Match Finished,Aston Villa,1,Manchester United,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-09T15:30:00+00:00,Match Finished,West Ham,0,Everton,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-09T18:00:00+00:00,Match Finished,Arsenal,3,West Brom,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-10T19:00:00+00:00,Match Finished,Fulham,0,Burnley,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-11T17:00:00+00:00,Match Finished,Manchester United,1,Leicester,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-11T19:15:00+00:00,Match Finished,Southampton,3,Crystal Palace,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-12T19:15:00+00:00,Match Finished,Chelsea,0,Arsenal,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-13T17:00:00+00:00,Match Finished,Aston Villa,0,Everton,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-13T19:15:00+00:00,Match Finished,Manchester United,2,Liverpool,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-14T19:00:00+00:00,Match Finished,Newcastle,3,Manchester City,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-15T11:30:00+00:00,Match Finished,Burnley,0,Leeds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-15T14:00:00+00:00,Match Finished,Southampton,3,Fulham,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-15T19:00:00+00:00,Match Finished,Brighton,1,West Ham,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-16T11:00:00+00:00,Match Finished,Crystal Palace,3,Aston Villa,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-16T13:05:00+00:00,Match Finished,Tottenham,2,Wolves,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-16T15:30:00+00:00,Match Finished,West Brom,1,Liverpool,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-16T18:00:00+00:00,Match Finished,Everton,0,Sheffield Utd,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-18T17:00:00+00:00,Match Finished,Manchester United,1,Fulham,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-18T17:00:00+00:00,Match Finished,Southampton,0,Leeds,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-18T18:00:00+00:00,Match Finished,Brighton,3,Manchester City,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-18T19:15:00+00:00,Match Finished,Chelsea,2,Leicester,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-19T17:00:00+00:00,Match Finished,Newcastle,1,Sheffield Utd,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-19T17:00:00+00:00,Match Finished,Everton,1,Wolves,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-19T17:00:00+00:00,Match Finished,Tottenham,1,Aston Villa,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-19T18:00:00+00:00,Match Finished,Crystal Palace,1,Arsenal,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-19T19:15:00+00:00,Match Finished,Burnley,0,Liverpool,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-19T19:15:00+00:00,Match Finished,West Brom,1,West Ham,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-23T15:00:00+00:00,Match Finished,Fulham,0,Newcastle,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-23T15:00:00+00:00,Match Finished,Wolves,1,Manchester United,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-23T15:00:00+00:00,Match Finished,Liverpool,2,Crystal Palace,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-23T15:00:00+00:00,Match Finished,Arsenal,2,Brighton,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-23T15:00:00+00:00,Match Finished,Leicester,2,Tottenham,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-23T15:00:00+00:00,Match Finished,West Ham,3,Southampton,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-23T15:00:00+00:00,Match Finished,Manchester City,5,Everton,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-23T15:00:00+00:00,Match Finished,Sheffield Utd,1,Burnley,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-23T15:00:00+00:00,Match Finished,Leeds,3,West Brom,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premier League,2020,2021-05-23T15:00:00+00:00,Match Finished,Aston Villa,2,Chelsea,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
